WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,"Flower Flavor Water",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,20,0,,1,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it059,,,,,,,,,,,,,,,,,,,,,,,
4421,"Clew Bag",,,98,,5,,,,,,,,,,,,,1,1,1,1,1,,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it611,,,,,,,,,,,,,,,,,,,,,,,
4422,"Ecstasy Charm",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,2,1,1,5,1,,,1,,3,,,"PosCheck(1500,1400,300)=1",,,,,,,,,,,,,,1500;1400;17,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(4982),,,,,-1,ic_it005,,,,,,,,,,,,,,,,,,,,,,0,1
4423,"Fake Six Pneuma Calabash",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ipotion08,,,,,,,,,,,,,,,,,,,,,,0,
4424,"Wicked Treasure",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwpb06,,,,,,,,,,,,,,,,,,,,,,0,
4425,"Gem of Meta Wand",,,98,,5,,,,,,1,,,,,,,1,0,0,0,1,1,,1,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3526,,,,,,,,,,,,,,,,,,,,,,,
4426,"Meta Wand of Nanmu",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2334),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4427,"Fighting Healing Potion (lvl 1)",,,20,1,5,,,1,,,,,,,,1,,1,0,1,1,,,,1,,2,1,50,50,1,,,,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,15000,1000,,,,,,,,,,AddEffect(124),,,,,-2,ic_iu004,,,,,,,,,,,,,,,,,,,,,,0,
4428,"Fighting Healing Potion (lvl 2)",,,20,1,5,,,1,,,,,,,,1,,1,0,1,1,,,,1,,2,1,50,50,1,,,,,800,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,15000,1000,,,,,,,,,,AddEffect(126),,,,,-2,ic_iu004,,,,,,,,,,,,,,,,,,,,,,0,
4429,"Resuscitate Pill",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,2,1,2,5,1,,,,,3,,,"PosCheck(1399,1399,300)=1",,,,,,,,,,,,,,1399;1399;17,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(5012),,,,,-1,ic_it577,,,,,,,,,,,,,,,,,,,,,,0,1
4430,"Cozy Dumpling",,,98,,5,,,,,,1,,,,,,,1,0,0,0,1,1,,1,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_im008,,,,,,,,,,,,,,,,,,,,,,,
4431,"Pleasing Dumpling",,,98,,5,,,,,,1,,,,,,,1,0,0,0,1,1,,1,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it619,,,,,,,,,,,,,,,,,,,,,,,
4432,"Chrono Egg",,,80,,5,,,1,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=2|i=1089;b=2;%=99|i=4727;b=2;%=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,chronoegg,,,,,,,,,,,,,,,,,,,,,,0,
4433,"TO Lucky Egg (2)",,,80,,5,,,8,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=1202;b=2;%=2|i=4440;b=2|i=4441;b=2|i=4434;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4434,"TO Lucky Egg (3)",,,80,,5,,,15,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=3868;b=2|i=344;b=2;%=2|i=4440;b=2;%=2|i=4441;b=2;%=2|i=4435;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4435,"TO Lucky Egg (4)",,,80,,5,,,25,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=4442;b=2;%=3|i=1151;b=2|i=401;b=2|i=404;b=2;%=2|i=4436;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4436,"TO Lucky Egg (5)",,,80,,5,,,35,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=3737;b=2|i=4442;b=2;%=3|i=3988;b=2;%=2|i=405;b=2;%=2|i=4437;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4437,"TO Lucky Egg (6)",,,80,,5,,,45,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=382;b=2;%=2|i=4442;b=2;%=3|i=1153;b=2;%=1|i=402;b=2;%=2|i=4438;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4438,"TO Lucky Egg (7)",,,80,,5,,,55,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=1134;b=2|i=902;b=2;%=2|i=1043;b=2|i=406;b=2|i=4439;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4439,"TO Lucky Egg (8)",,,80,,5,,,65,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=1135;b=2|i=902;b=2;%=2|i=3971;b=2|i=403;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4440,"Adv. Golden Light Pill",,,100,,5,,,,,,2,,,,,1,,1,1,1,,,1,2062,1,,2,1,1,99,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,7,,,,,,,,,"AddEffect(2062,20,60)",,,,,,ic_it070,,,,,,,,,,,,,,,,,,,,,1,0,
4441,"Adv. Apothecary Pill",,,100,,5,,,,,,2,,,,,1,,1,1,1,,,1,2063,1,,2,1,1,99,1,,,,,3,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*60*1000,1000,8,,,,,,,,,"AddEffect(2063,10,60)",,,,,,ic_it071,,,,,,,,,,,,,,,,,,,,,1,0,
4442,"Pet Food",,,70,1,5,,,,,,2,,,,,1,,1,1,1,0,,1,,1,,2,1,1,99,1,,,,,3,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,CanFeed(1079)=1,,,200,,,,,,,,,,,,,1000,1000,,,,,,,,,,,AddEnjoy(5),,,,-2,ic_it078,,,,,,,,,,,,,,,,,,,,,,0,
4443,"Fighting Healing Potion (lvl 2)",,,20,1,5,,,1,,,,,,,,1,,,1,1,1,1,1,,1,,2,1,50,99,1,,,,,150,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,15000,1000,,,,,,,,,,AddEffect(126),,,,,-2,ic_iu004,,,,,,,,,,,,,,,,,,,,,,0,
4444,"Green Elf Robe",,,3,,0,8,,8,,,1,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,2307,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide001,bpe02;bpew02,bpe02_01;bpew02_01,bpe02_01;bpew02_01,,,,,,,,,,,,,,,,,,,1,
4445,"Grey Cloth Frock",,,3,,1,8,,8,,,1,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,2307,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idf001,bpf02,bpf02_01,bpf02_01,,,,,,,,,,,,,,,,,,,1,
4446,"Rosebush Dress",,,3,,3,8,,8,,,1,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,2307,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idb001,bpb02;bpb02,bpb02_01;bpb02_01,bpb02_01;bpb02_01,,,,,,,,,,,,,,,,,,,1,
4447,"Blue Field Cuirass",,,3,,2,8,,8,,,1,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,2307,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq001,bpq02,bpq02_01,bpq02_01,,,,,,,,,,,,,,,,,,,1,
4448,"Hill Finch Corslet",,,3,,4,8,,8,,,1,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,2307,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idx001,bpx02;bpx02,bpx02_01;bpx02_01,bpx02_01;bpx02_01,,,,,,,,,,,,,,,,,,,1,
4449,"Green Elf Robe",,,3,,0,8,,8,,,2,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,6923,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide001,bpe02;bpew02,bpe02_01;bpew02_01,bpe02_01;bpew02_01,,,,,,,,,,,,,,,,,,,1,
4450,"Grey Cloth Frock",,,3,,1,8,,8,,,2,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,6923,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idf001,bpf02,bpf02_01,bpf02_01,,,,,,,,,,,,,,,,,,,1,
4451,"Rosebush Dress",,,3,,3,8,,8,,,2,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,6923,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idb001,bpb02;bpb02,bpb02_01;bpb02_01,bpb02_01;bpb02_01,,,,,,,,,,,,,,,,,,,1,
4452,"Blue Field Cuirass",,,3,,2,8,,8,,,2,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,6923,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq001,bpq02,bpq02_01,bpq02_01,,,,,,,,,,,,,,,,,,,1,
4453,"Hill Finch Corslet",,,3,,4,8,,8,,,2,3,1,,,,,,1,1,0,1,,,1,1,1,,1,1,,,,,,6923,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idx001,bpx02;bpx02,bpx02_01;bpx02_01,bpx02_01;bpx02_01,,,,,,,,,,,,,,,,,,,1,
4454,"Green Scarp Pill",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3725,,,,,,,,,,,,,,,,,,,,,,,
4455,"Bandit Jewel",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3726,,,,,,,,,,,,,,,,,,,,,,,
4456,"Poison Cup",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3727,,,,,,,,,,,,,,,,,,,,,,,
4457,"Exorcism Chip",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3728,,,,,,,,,,,,,,,,,,,,,,,
4458,"Apotropaion Charm",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3729,,,,,,,,,,,,,,,,,,,,,,,
4459,"Dark Bead",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3730,,,,,,,,,,,,,,,,,,,,,,,
4460,"Rotted Seed",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3731,,,,,,,,,,,,,,,,,,,,,,,
4461,"Cracked Buddha Bone",,,65,,5,,,,,,,,,,,,,,1,1,1,1,,,1,,0,1,20,20,0,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3732,,,,,,,,,,,,,,,,,,,,,,,
4462,[no_use],,,98,,5,,,,,,1,,,,,,,1,0,1,1,1,1,,1,,2,,,,,,,,,30,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it611,,,,,,,,,,,,,,,,,,,,,,,
4463,"Golden Magic Bead",,,53,,5,,,,,,2,,,,,1,,1,1,1,,,1,,1,,2,0,1,1,1,,,,,3,99,100,,,,,,,,,,,,,,,2;9,0.5,2,3,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_it619,,,,,,,,,,,,,,,,,,,,,,0,
4464,"Super Magic Star Wand",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,0,1,1,1,1,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4465,"Small Golden Magic Bead",,,53,,5,,,,,,2,,,,,1,,1,1,1,,,1,,1,,2,0,1,1,1,,,,,3,99,100,,,,,,,,,,,,,,,2;9,0.2,2,3,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_it619,,,,,,,,,,,,,,,,,,,,,,0,
4466,"Super Magic Star Wand (mini)",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,0,1,1,1,1,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4467,"Speedy Scroll for City War",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,1,1,20,1,,,,,2000,10,100,IsInWarTimeArea=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,"AddEffect(2239,20,900)",,,,,-2,ic_skill_qskill15,,,,,,,,,,,,,,,,,,,,,,0,
4468,"Soul Quartz",,,55,,5,,,,,,1,,,,,1,,,1,1,,,1,,1,,0,0,1,10,1,,,,,50000,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,ic_it3513,,,,,,,,,,,,,,,,,,,,,,0,
4469,"Pet Skill Book (HP Recovery)",,,100,,5,,,,,,1,,,,,,,1,1,1,0,1,1,,1,,2,,,,1,,,,,100000,,,CanAddSmallEffect(123)=1&&CanAddSmallEffect(1202)=1&&CanAddSmallEffect(1208)=1&&CanAddSmallEffect(1211)=1&&CanAddSmallEffect(1214)=1&&CanAddSmallEffect(1234)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddSmallPetEffect(123),,,,,-2,ic_it3413,,,,,,,,,,,,,,,,,,,,,,,
4470,"Pet Skill Book (Mana Recovery)",,,100,,5,,,,,,1,,,,,,,1,1,1,0,1,1,,1,,2,,,,1,,,,,100000,,,CanAddSmallEffect(121)=1&&CanAddSmallEffect(1205)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddSmallPetEffect(121),,,,,-2,ic_it3413,,,,,,,,,,,,,,,,,,,,,,,
4471,[no_use],,,80,,5,,,5,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=4251;b=2;%=2|i=3756;b=2;%=3|i=3757;b=2;%=3|i=4472;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4472,[no_use],,,80,,5,,,15,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=344;b=2;%=2|i=4442;b=2;%=3|i=4478;b=2;%=3|i=4473;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4473,[no_use],,,80,,5,,,25,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=3936;b=2;%=3|i=1003;b=2|i=3758;b=2;%=2|i=3740;b=2;%=2|i=4474;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4474,[no_use],,,80,,5,,,30,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=3873;b=2;%=2|i=401;b=2;%=2|i=404;b=2;%=2|i=4475;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4475,[no_use],,,80,,5,,,35,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=382;b=2|i=3971;b=2|i=3988;b=2;%=3|i=4476;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4476,[no_use],,,80,,5,,,40,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=5|i=403;b=2|i=4442;b=2;%=5|i=3758;b=2;%=2|i=3873;b=2;%=2|i=4477;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4477,[no_use],,,80,,5,,,50,,,,,,,,,,1,0,1,0,0,,,0,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=3|i=902;b=2|i=383;b=2|i=4479;b=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it605,,,,,,,,,,,,,,,,,,,,,,0,
4478,"Return Charm",,,95,,5,,,,,,2,,,,,1,,1,1,1,,,1,,1,,2,1,1,99,1,,,,,3,20,100,IsAttackState=0&&IsInDungeon=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,2000,,,,,,,,,,,5000,1000,,,,,,,,,,AutoTeleport,,,,,,ic_it075,,,,,,,,,,,,,,,,,,,,,,0,
4479,"Forgiveness Pill (L)",,,99,,5,,,1,,,2,,,,,1,,1,1,1,,,1,,1,,2,1,1,99,1,,,,,1000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"GetPk!= 0",,,,,,,,,,,,,,,,3600000,1000,12,,,,,,,,,AddPk(-300),,,,,,ic_it080,,,,,,,,,,,,,,,,,,,,,,0,
4480,"Occult Berry",,,120,,5,,,,,,2,,,,,,,1,1,0,0,0,1,,1,,0,1,20,99,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,zixuanguo,,,,,,,,,,,,,,,,,,,,,,0,
4481,"Pith of Energy Stone",,,121,,5,,,,,,2,,,,,,,1,1,0,0,0,1,,1,,0,1,20,99,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,yuanlingjinghun,,,,,,,,,,,,,,,,,,,,,,0,
4482,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
4483,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
4484,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
4485,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
4486,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
4487,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
4488,[no_use],,,80,,5,,,,,,,,,,,,,,0,1,0,1,,,1,,2,,1,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it065,,,,,,,,,,,,,,,,,,,,,,0,
